4590,1,0,2000,2100,100,0
2303,2,1,2100,1950,100,250
1796,4,0,1950,2000,50,0
4897,2,1,2000,1850,100,250
2029,2,0,1850,1950,100,0
2681,1,0,1950,2050,100,0
1610,1,1,2050,1900,100,250
762,2,1,1900,1750,100,250
650,3,1,1750,1750,50,50
851,3,1,1750,1750,50,50
3951,2,1,1750,1600,100,250
2931,2,0,1600,1700,100,0
1255,2,0,1700,1800,100,0
1024,2,1,1800,1650,100,250
877,2,0,1650,1750,100,0
808,2,1,1750,1600,100,250
866,2,1,1600,1450,100,250
508,2,1,1450,1300,100,250
670,2,0,1300,1400,100,0
1465,1,1,1400,1250,100,250
1297,1,0,1250,1350,100,0
1376,1,0,1350,1450,100,0
1189,1,0,1450,1550,100,0
2876,4,1,1550,1550,50,50
893,4,1,1550,1550,50,50
1624,1,0,1550,1650,100,0
1231,1,1,1650,1500,100,250
1365,1,1,1500,1350,100,250
1100,1,1,1350,1200,100,250
747,1,0,1200,1300,100,0
1985,1,1,1300,1150,100,250
592,2,0,1150,1250,100,0
1464,1,0,1250,1350,100,0
2306,3,0,1350,1400,50,0
6953,1,1,1400,1250,100,250
825,1,0,1250,1350,100,0
2087,1,1,1350,1200,100,250
1237,3,0,1200,1250,50,0
762,3,0,1250,1300,50,0
1916,4,0,1300,1350,50,0
787,4,0,1350,1400,50,0
1404,1,1,1400,1250,100,250
2282,1,1,1250,1100,100,250
1366,1,0,1100,1200,100,0
1026,1,0,1200,1300,100,0
1566,4,1,1300,1300,50,50
502,3,0,1300,1350,50,0
530,3,0,1350,1400,50,0
1599,2,1,1400,1250,100,250
714,4,0,1250,1300,50,0
435,4,1,1300,1300,50,50
2601,3,0,1300,1350,50,0
502,3,0,1350,1400,50,0
2664,1,0,1400,1500,100,0
693,1,1,1500,1350,100,250
2790,1,0,1350,1450,100,0
625,1,1,1450,1300,100,250
2184,1,1,1300,1150,100,250
796,4,0,1150,1200,50,0
838,3,1,1200,1200,50,50
2053,2,0,1200,1300,100,0
520,2,0,1300,1400,100,0
4207,1,1,1400,1250,100,250
1178,2,0,1250,1350,100,0
588,2,0,1350,1450,100,0
2844,1,1,1450,1300,100,250
986,2,0,1300,1400,100,0
714,2,1,1400,1250,100,250
1017,3,0,1250,1300,50,0
787,3,1,1300,1300,50,50
1806,4,1,1300,1300,50,50
931,2,1,1300,1150,100,250
894,2,0,1150,1250,100,0
547,2,1,1250,1100,100,250
895,1,1,1100,950,100,250
1045,3,1,950,950,50,50
1618,3,0,950,1000,50,0
6084,3,1,1000,1000,50,50
1322,2,1,1000,850,100,250
1426,2,1,850,700,100,250
910,1,1,700,550,100,250
1231,4,0,550,600,50,0
884,4,1,600,600,50,50
2954,4,0,600,650,50,0
649,4,1,650,650,50,50
1753,4,0,650,700,50,0
745,4,0,700,750,50,0
1262,4,1,750,750,50,50
797,3,0,750,800,50,0
1293,3,0,800,850,50,0
1917,2,1,850,700,100,250
1355,1,0,700,800,100,0
1063,1,0,800,900,100,0
4531,1,0,900,1000,100,0
2989,1,1,1000,850,100,250
909,2,1,850,700,100,250
524,1,1,700,550,100,250
595,1,1,550,400,100,250
395,1,0,400,500,100,0
431,1,0,500,600,100,0
