1706,1,1,2000,1850,100,250
5245,1,0,1850,1950,100,0
1047,1,0,1950,2050,100,0
1116,1,0,2050,2150,100,0
747,1,1,2150,2000,100,250
1331,3,0,2000,2050,50,0
764,3,1,2050,2050,50,50
697,2,0,2050,2150,100,0
599,3,0,2150,2200,50,0
564,2,1,2200,2050,100,250
1498,3,0,2050,2100,50,0
712,4,1,2100,2100,50,50
545,3,0,2100,2150,50,0
550,3,1,2150,2150,50,50
445,1,1,2150,2000,100,250
794,1,0,2000,2100,100,0
532,2,0,2100,2200,100,0
514,1,1,2200,2050,100,250
464,2,1,2050,1900,100,250
414,2,1,1900,1750,100,250
315,2,0,1750,1850,100,0
548,2,0,1850,1950,100,0
947,2,0,1950,2050,100,0
3328,2,0,2050,2150,100,0
947,1,1,2150,2000,100,250
514,2,0,2000,2100,100,0
517,2,0,2100,2200,100,0
714,2,1,2200,2050,100,250
463,2,1,2050,1900,100,250
583,2,1,1900,1750,100,250
482,2,1,1750,1600,100,250
483,2,1,1600,1450,100,250
499,3,1,1450,1450,50,50
228,3,1,1450,1450,50,50
416,1,1,1450,1300,100,250
280,2,1,1300,1150,100,250
615,4,0,1150,1200,50,0
549,4,1,1200,1200,50,50
414,1,0,1200,1300,100,0
347,2,0,1300,1400,100,0
365,3,1,1400,1400,50,50
565,1,1,1400,1250,100,250
598,2,0,1250,1350,100,0
514,2,0,1350,1450,100,0
449,2,0,1450,1550,100,0
395,2,0,1550,1650,100,0
430,2,1,1650,1500,100,250
413,4,1,1500,1500,50,50
397,3,1,1500,1500,50,50
263,1,1,1500,1350,100,250
446,2,0,1350,1450,100,0
362,2,0,1450,1550,100,0
348,2,0,1550,1650,100,0
364,2,0,1650,1750,100,0
402,1,0,1750,1850,100,0
364,1,0,1850,1950,100,0
413,1,0,1950,2050,100,0
864,1,1,2050,1900,100,250
432,2,1,1900,1750,100,250
330,3,0,1750,1800,50,0
514,3,1,1800,1800,50,50
346,2,1,1800,1650,100,250
349,1,1,1650,1500,100,250
398,4,1,1500,1500,50,50
549,2,1,1500,1350,100,250
678,2,1,1350,1200,100,250
966,1,1,1200,1050,100,250
198,1,0,1050,1150,100,0
432,1,1,1150,1000,100,250
530,3,1,1000,1000,50,50
761,3,1,1000,1000,50,50
348,2,1,1000,850,100,250
1264,2,0,850,950,100,0
547,2,0,950,1050,100,0
563,2,1,1050,900,100,250
649,1,1,900,750,100,250
744,1,0,750,850,100,0
381,1,0,850,950,100,0
430,1,0,950,1050,100,0
913,1,1,1050,900,100,250
934,1,0,900,1000,100,0
562,1,0,1000,1100,100,0
512,1,0,1100,1200,100,0
580,1,0,1200,1300,100,0
480,1,1,1300,1150,100,250
365,1,0,1150,1250,100,0
497,1,0,1250,1350,100,0
381,1,0,1350,1450,100,0
395,1,0,1450,1550,100,0
1283,2,1,1550,1400,100,250
381,1,0,1400,1500,100,0
448,1,1,1500,1350,100,250
399,2,0,1350,1450,100,0
466,1,1,1450,1300,100,250
366,2,0,1300,1400,100,0
465,2,1,1400,1250,100,250
380,1,1,1250,1100,100,250
447,1,1,1100,950,100,250
414,3,0,950,1000,50,0
481,3,0,1000,1050,50,0
