8691,1,1,2000,1850,100,250
3894,2,0,1850,1950,100,0
1648,2,0,1950,2050,100,0
831,2,0,2050,2150,100,0
915,2,1,2150,2000,100,250
1895,3,0,2000,2050,50,0
1563,1,1,2050,1900,100,250
832,2,0,1900,2000,100,0
1065,2,0,2000,2100,100,0
964,2,0,2100,2200,100,0
495,2,1,2200,2050,100,250
562,4,0,2050,2100,50,0
947,3,0,2100,2150,50,0
563,4,0,2150,2200,50,0
416,2,0,2200,2300,100,0
416,4,1,2300,2300,50,50
497,3,1,2300,2300,50,50
599,2,1,2300,2150,100,250
515,1,0,2150,2250,100,0
365,4,1,2250,2250,50,50
365,1,0,2250,2350,100,0
414,1,1,2350,2200,100,250
614,2,1,2200,2050,100,250
349,1,1,2050,1900,100,250
498,3,1,1900,1900,50,50
378,1,0,1900,2000,100,0
346,1,1,2000,1850,100,250
249,2,1,1850,1700,100,250
298,1,0,1700,1800,100,0
965,1,0,1800,1900,100,0
445,1,1,1900,1750,100,250
497,2,0,1750,1850,100,0
432,1,0,1850,1950,100,0
347,1,1,1950,1800,100,250
413,2,0,1800,1900,100,0
415,1,1,1900,1750,100,250
349,3,1,1750,1750,50,50
431,2,1,1750,1600,100,250
497,1,0,1600,1700,100,0
346,1,0,1700,1800,100,0
514,1,1,1800,1650,100,250
799,1,0,1650,1750,100,0
481,2,1,1750,1600,100,250
531,1,0,1600,1700,100,0
1029,2,1,1700,1550,100,250
548,1,1,1550,1400,100,250
864,2,0,1400,1500,100,0
630,1,0,1500,1600,100,0
846,1,1,1600,1450,100,250
499,2,0,1450,1550,100,0
548,2,1,1550,1400,100,250
465,3,1,1400,1400,50,50
516,2,0,1400,1500,100,0
896,1,1,1500,1350,100,250
2815,1,1,1350,1200,100,250
997,1,0,1200,1300,100,0
982,1,1,1300,1150,100,250
545,2,1,1150,1000,100,250
513,2,0,1000,1100,100,0
396,2,0,1100,1200,100,0
363,2,1,1200,1050,100,250
382,2,0,1050,1150,100,0
365,2,1,1150,1000,100,250
498,2,1,1000,850,100,250
329,2,1,850,700,100,250
631,1,0,700,800,100,0
380,1,0,800,900,100,0
730,1,0,900,1000,100,0
412,1,0,1000,1100,100,0
398,1,1,1100,950,100,250
364,2,0,950,1050,100,0
363,2,0,1050,1150,100,0
398,2,0,1150,1250,100,0
431,2,0,1250,1350,100,0
397,2,1,1350,1200,100,250
397,1,0,1200,1300,100,0
412,1,1,1300,1150,100,250
432,2,1,1150,1000,100,250
398,1,0,1000,1100,100,0
501,1,1,1100,950,100,250
414,2,0,950,1050,100,0
432,2,0,1050,1150,100,0
463,2,1,1150,1000,100,250
381,1,0,1000,1100,100,0
563,1,0,1100,1200,100,0
447,1,1,1200,1050,100,250
381,2,1,1050,900,100,250
429,1,0,900,1000,100,0
480,1,1,1000,850,100,250
461,1,1,850,700,100,250
547,1,1,700,550,100,250
429,1,1,550,400,100,250
431,2,0,400,500,100,0
513,2,1,500,350,100,250
466,1,0,350,450,100,0
713,2,1,450,300,100,250
432,1,0,300,400,100,0
531,1,1,400,250,100,250
513,1,1,250,100,100,250
483,2,0,100,200,100,0
