1433,2,1,2000,1850,100,250
797,1,1,1850,1700,100,250
429,3,1,1700,1700,50,50
842,4,0,1700,1750,50,0
301,3,0,1750,1800,50,0
456,2,1,1800,1650,100,250
336,2,0,1650,1750,100,0
692,3,1,1750,1750,50,50
296,3,0,1750,1800,50,0
457,3,0,1800,1850,50,0
642,4,0,1850,1900,50,0
288,4,1,1900,1900,50,50
317,4,1,1900,1900,50,50
576,3,0,1900,1950,50,0
274,3,1,1950,1950,50,50
462,3,1,1950,1950,50,50
824,1,1,1950,1800,100,250
563,1,0,1800,1900,100,0
346,3,1,1900,1900,50,50
271,3,0,1900,1950,50,0
220,3,0,1950,2000,50,0
292,3,0,2000,2050,50,0
616,4,0,2050,2100,50,0
254,4,0,2100,2150,50,0
552,3,0,2150,2200,50,0
344,4,1,2200,2200,50,50
299,3,1,2200,2200,50,50
215,4,0,2200,2250,50,0
285,2,1,2250,2100,100,250
276,3,1,2100,2100,50,50
211,3,0,2100,2150,50,0
246,3,1,2150,2150,50,50
517,3,1,2150,2150,50,50
575,4,0,2150,2200,50,0
808,1,0,2200,2300,100,0
541,3,0,2300,2350,50,0
246,3,0,2350,2400,50,0
311,3,0,2400,2450,50,0
643,2,1,2450,2300,100,250
426,2,0,2300,2400,100,0
320,3,0,2400,2450,50,0
197,3,1,2450,2450,50,50
493,3,0,2450,2500,50,0
734,1,1,2500,2350,100,250
710,1,0,2350,2450,100,0
322,3,1,2450,2450,50,50
218,4,1,2450,2450,50,50
311,4,1,2450,2450,50,50
376,3,1,2450,2450,50,50
260,3,0,2450,2500,50,0
693,4,1,2500,2500,50,50
379,3,0,2500,2550,50,0
319,3,1,2550,2550,50,50
372,3,0,2550,2600,50,0
538,4,0,2600,2650,50,0
246,4,1,2650,2650,50,50
403,4,0,2650,2700,50,0
403,4,1,2700,2700,50,50
352,4,0,2700,2750,50,0
219,4,0,2750,2800,50,0
236,4,1,2800,2800,50,50
749,2,1,2800,2650,100,250
254,3,0,2650,2700,50,0
700,1,0,2700,2800,100,0
242,3,0,2800,2850,50,0
270,4,0,2850,2900,50,0
358,3,0,2900,2950,50,0
338,3,1,2950,2950,50,50
638,4,1,2950,2950,50,50
413,3,1,2950,2950,50,50
463,3,1,2950,2950,50,50
674,2,0,2950,3050,100,0
269,3,1,3050,3050,50,50
481,4,1,3050,3050,50,50
360,3,1,3050,3050,50,50
431,3,1,3050,3050,50,50
536,4,0,3050,3100,50,0
901,2,1,3100,2950,100,250
345,3,1,2950,2950,50,50
848,1,1,2950,2800,100,250
383,3,1,2800,2800,50,50
467,2,1,2800,2650,100,250
276,3,0,2650,2700,50,0
296,3,0,2700,2750,50,0
407,3,0,2750,2800,50,0
504,2,0,2800,2900,100,0
318,3,1,2900,2900,50,50
518,4,0,2900,2950,50,0
373,3,1,2950,2950,50,50
459,4,0,2950,3000,50,0
294,4,0,3000,3050,50,0
356,4,0,3050,3100,50,0
374,4,1,3100,3100,50,50
829,1,1,3100,2950,100,250
240,3,1,2950,2950,50,50
674,4,0,2950,3000,50,0
630,1,1,3000,2850,100,250
334,4,1,2850,2850,50,50
316,4,0,2850,2900,50,0
645,1,0,2900,3000,100,0
