3257,1,1,2000,1850,100,250
12607,1,1,1850,1700,100,250
1751,2,1,1700,1550,100,250
1143,3,1,1550,1550,50,50
2059,4,0,1550,1600,50,0
1067,4,1,1600,1600,50,50
3216,3,0,1600,1650,50,0
1128,4,0,1650,1700,50,0
601,3,0,1700,1750,50,0
633,4,0,1750,1800,50,0
640,3,1,1800,1800,50,50
745,2,1,1800,1650,100,250
1075,1,0,1650,1750,100,0
1346,3,1,1750,1750,50,50
448,1,1,1750,1600,100,250
397,2,1,1600,1450,100,250
638,4,1,1450,1450,50,50
957,3,1,1450,1450,50,50
3675,4,1,1450,1450,50,50
969,3,1,1450,1450,50,50
586,3,1,1450,1450,50,50
1295,2,1,1450,1300,100,250
826,1,1,1300,1150,100,250
864,3,1,1150,1150,50,50
551,4,1,1150,1150,50,50
585,4,0,1150,1200,50,0
744,4,0,1200,1250,50,0
401,4,1,1250,1250,50,50
692,3,0,1250,1300,50,0
402,3,1,1300,1300,50,50
383,3,0,1300,1350,50,0
350,3,0,1350,1400,50,0
418,3,0,1400,1450,50,0
369,3,0,1450,1500,50,0
334,3,0,1500,1550,50,0
369,3,0,1550,1600,50,0
350,3,1,1600,1600,50,50
841,4,0,1600,1650,50,0
322,4,0,1650,1700,50,0
284,4,1,1700,1700,50,50
383,4,0,1700,1750,50,0
319,4,1,1750,1750,50,50
318,4,1,1750,1750,50,50
553,4,1,1750,1750,50,50
769,4,0,1750,1800,50,0
252,4,0,1800,1850,50,0
202,4,0,1850,1900,50,0
238,4,1,1900,1900,50,50
318,4,0,1900,1950,50,0
218,4,1,1950,1950,50,50
219,4,0,1950,2000,50,0
286,4,1,2000,2000,50,50
300,4,0,2000,2050,50,0
285,4,1,2050,2050,50,50
434,4,0,2050,2100,50,0
587,4,0,2100,2150,50,0
253,4,1,2150,2150,50,50
417,4,1,2150,2150,50,50
201,4,1,2150,2150,50,50
619,4,0,2150,2200,50,0
351,4,0,2200,2250,50,0
299,4,1,2250,2250,50,50
1017,3,1,2250,2250,50,50
247,3,0,2250,2300,50,0
266,3,0,2300,2350,50,0
235,3,0,2350,2400,50,0
268,3,1,2400,2400,50,50
401,3,0,2400,2450,50,0
218,3,0,2450,2500,50,0
252,3,1,2500,2500,50,50
267,3,0,2500,2550,50,0
303,3,1,2550,2550,50,50
334,3,1,2550,2550,50,50
420,3,0,2550,2600,50,0
435,3,1,2600,2600,50,50
185,3,1,2600,2600,50,50
184,3,0,2600,2650,50,0
367,3,0,2650,2700,50,0
218,3,0,2700,2750,50,0
283,3,0,2750,2800,50,0
234,3,1,2800,2800,50,50
435,3,1,2800,2800,50,50
301,3,0,2800,2850,50,0
353,3,0,2850,2900,50,0
384,3,0,2900,2950,50,0
704,3,1,2950,2950,50,50
335,3,1,2950,2950,50,50
235,3,0,2950,3000,50,0
344,3,0,3000,3050,50,0
233,3,0,3050,3100,50,0
216,3,1,3100,3100,50,50
350,3,0,3100,3150,50,0
216,3,0,3150,3200,50,0
232,3,1,3200,3200,50,50
286,3,0,3200,3250,50,0
201,3,1,3250,3250,50,50
219,3,0,3250,3300,50,0
320,3,0,3300,3350,50,0
922,4,1,3350,3350,50,50
168,4,1,3350,3350,50,50
